audienceRating,Genre,criticRating,timeMin,grossMillions,Movie,Vote,Year
7.6,Comedy,71,92,24.79,Thank You for Smoking,199600,2005
7.6,Comedy,72,103,4.24,Kiss Kiss Bang Bang,190589,2005
7.6,Drama,74,164,47.4,Munich,188107,2005
7.7,Drama,72,124,23.09,Match Point,180852,2005
7.2,Adventure,71,99,26.02,The Descent,170549,2005
6.3,Action,56,87,43.1,Le transporteur II,169425,2005
6.8,Adventure,63,109,51.09,H2G2: le guide du voyageur galactique,166923,2005
8.0,Biography,69,144,61.65,De l'ombre Ã  la lumiÃ¨re,158299,2005
7.0,Biography,58,125,62.66,Jarhead - La fin de l'innocence,153783,2005
5.9,Horror,55,94,47.33,Hostel,149810,2005
6.4,Comedy,48,113,158.12,Mi-temps au mitard,141278,2005
7.1,Crime,58,104,1.01,Hard Candy,140204,2005
6.3,Drama,53,98,89.71,Flight plan,135467,2005
7.5,Crime,55,109,0.34,Hooligans,127182,2005
7.4,Drama,54,145,57.49,MÃ©moires d'une geisha,125702,2005
7.5,Drama,82,129,33.58,The Constant Gardener,118716,2005
6.1,Comedy,47,90,110.33,Braqueurs amateurs,118415,2005
6.9,Action,49,109,74.49,Quatre frÃ¨res,118224,2005
7.0,Drama,76,128,50.82,Syriana,115624,2005
5.5,Action,36,93,25.86,Ã†on Flux,115158,2005
6.3,Animation,64,91,128.2,Robots,113036,2005
7.4,Biography,88,114,28.75,Truman Capote,109336,2005
7.5,Animation,87,85,56.11,Wallace et Gromit - Le mystÃ¨re du lapin-garou,106856,2005
5.9,Adventure,51,118,37.92,Les frÃ¨res Grimm,104608,2005
6.7,Drama,46,119,75.07,L'exorcisme d'Emily Rose,104503,2005
7.3,Biography,57,136,67.26,Coach Carter,101954,2005
5.3,Horror,41,108,32.06,La maison de cire,101429,2005
6.5,Mystery,71,85,57.89,Red eye - sous haute pression,99824,2005
7.1,Drama,44,103,6.3,The Jacket,98904,2005
6.6,Action,44,113,34.64,Otage,98174,2005
6.5,Horror,47,104,47.81,La porte des secrets,94434,2005
5.2,Action,34,105,28.03,Doom,93145,2005
6.0,Drama,33,90,65.23,Amityville,92670,2005
7.4,Action,72,110,2.06,Brick,90386,2005
7.0,Action,58,103,24.52,Danny the Dog,90206,2005
6.4,Crime,62,128,72.71,L'interprÃ¨te,89841,2005
6.2,Comedy,47,96,32.62,Just Friends,89486,2005
6.7,Comedy,47,95,48.32,Et si c'Ã©tait vrai...,88215,2005
"7.5,Biography,80,93,31.5,""Good Night, and Good Luck"",87363,2005"
7.2,Comedy,79,106,13.74,Broken Flowers,87347,2005
6.2,Horror,71,93,20.7,Land of the Dead - Le territoire des morts,83279,2005
6.0,Action,41,124,68.67,Sahara,82224,2005
6.9,Crime,53,107,17.04,The Devil's Rejects,81559,2005
6.8,Comedy,30,94,16.12,Service non compris,79950,2005
6.5,Action,25,111,0.08,Revolver,79755,2005
5.4,Horror,44,110,76.23,Le cercle - The ring 2,79559,2005
5.9,Action,47,129,46.46,La lÃ©gende de Zorro,78803,2005
4.8,Action,34,97,24.41,Elektra,76684,2005
6.1,Action,67,101,29.26,Zathura - Une aventure spatiale,75434,2005
6.7,Biography,69,135,12.71,Le nouveau monde,75239,2005
5.9,Drama,35,101,51.1,Trouble jeu,74551,2005
5.6,Action,30,95,113.09,Baby-sittor,73829,2005
6.6,Comedy,61,102,12.48,The Weather Man,72155,2005
5.8,Animation,48,81,135.39,Chicken Little,71257,2005
"5.1,Action,33,104,80.27,""ShÃ©rif, fais-moi peur"",69454,2005"
6.3,Action,54,109,19.98,Assaut sur le central 13,68482,2005
6.2,Adventure,62,100,63.95,L'Ã©cole fantastique,67128,2005
5.8,Action,45,110,18.47,Bleu d'enfer,67010,2005
6.9,Drama,41,99,3.63,Stay,66161,2005
7.4,Comedy,82,81,7.36,Les Berkman se sÃ©parent,65660,2005
6.6,Crime,40,108,36.02,DÃ©rapage,65520,2005
5.7,Comedy,37,118,56.05,Be Cool,62160,2005
4.8,Comedy,34,102,62.25,Ma sorciÃ¨re bien-aimÃ©e,61955,2005
6.4,Comedy,45,123,26.84,Rencontres Ã  Elizabethtown,61527,2005
6.6,Comedy,48,107,21.84,7 ans de sÃ©duction,61502,2005
6.0,Action,36,127,10.17,Domino,60301,2005
6.3,Horror,54,99,16.19,Wolf Creek,59951,2005
7.3,Drama,83,117,3.63,CachÃ©,59753,2005
7.6,Crime,75,115,0.21,Lady Vengeance,59505,2005
4.4,Action,37,101,26.87,xXxÂ²: The Next Level,59483,2005
6.9,Action,56,116,3.34,Bad Times,57626,2005
5.0,Action,34,115,48.48,Miss FBI - Divinement armÃ©e,57237,2005
6.6,Comedy,59,97,47.14,Nanny McPhee,55881,2005
6.5,Comedy,60,130,32.88,In Her Shoes,54546,2005
6.7,Drama,53,118,4.28,Goal! - Naissance d'un prodige,54356,2005
5.6,Drama,52,105,25.47,Dark Water,53566,2005
7.5,Comedy,58,106,1.71,Tout est illuminÃ©,53106,2005
6.3,Comedy,56,103,60.06,Esprit de famille,52990,2005
7.6,Documentary,79,80,77.44,La marche de l'empereur,50448,2005
6.5,Animation,45,80,51.39,La vÃ©ritable histoire du Petit Chaperon Rouge,49373,2005
6.5,Comedy,66,119,39.01,Quatre filles et un jean,48066,2005
5.5,Comedy,31,101,82.93,Sa mÃ¨re ou moi!,47876,2005
5.0,Action,35,121,32.12,Furtif,47416,2005
6.5,Adventure,57,112,11.29,Casanova,47030,2005
7.8,Biography,68,127,5.13,Burt Munro,46876,2005
7.1,Biography,56,107,11.01,Les seigneurs de Dogtown,46851,2005
5.5,Adventure,34,94,82.57,Treize Ã  la douzaine 2,46732,2005
7.8,Documentary,87,103,3.17,Grizzly Man,45312,2005
7.4,Crime,73,104,1.9,The Proposition,45254,2005
2.2,Comedy,20,94,17.02,Le fils du mask,45015,2005
5.5,Comedy,35,97,43.0,La rumeur court...,44522,2005
7.0,Drama,53,135,29.08,Rent,44055,2005
5.5,Drama,30,101,56.39,La voix des morts,43797,2005
4.6,Comedy,23,83,22.26,Gigolo malgrÃ© lui,43681,2005
6.1,Comedy,32,90,31.73,L'escorte,41978,2005
6.8,Comedy,65,96,12.59,The matador - MÃªme les tueurs ont besoin d'amis,41665,2005
4.8,Adventure,47,101,66.02,La coccinelle revient,39463,2005
2.3,Action,9,96,5.18,Alone in the Dark,39092,2005
5.1,Biography,45,117,30.98,RÃ©ussir ou mourir,39040,2005
7.8,Comedy,51,94,0.0,Adam's Apples,38990,2005
6.2,Drama,50,122,22.86,Two for the Money,38972,2005
6.8,Drama,64,100,7.52,Proof,38808,2005
6.2,Comedy,56,104,42.07,Terrain d'entente,38155,2005
7.4,Adventure,66,103,9.02,Transamerica,37810,2005
6.4,Comedy,52,134,19.38,Les producteurs,36878,2005
6.2,Comedy,58,105,22.83,Petites confidences (Ã  ma psy),36859,2005
5.9,Comedy,49,105,68.92,Black/White,35801,2005
7.4,Adventure,77,121,5.02,Trois enterrements,35705,2005
7.4,Crime,68,116,22.2,Hustle & Flow,35136,2005
7.3,Drama,68,126,18.32,L'affaire Josey Aimes,34956,2005
"7.3,Comedy,76,91,3.89,""Moi, toi et tous les autres"",32538,2005"
5.8,Comedy,46,94,35.42,The Ringer,32461,2005
5.6,Comedy,45,95,52.58,Match en famille,32082,2005
7.1,Action,52,111,11.91,L'honneur du dragon,31959,2005
2.9,Action,18,95,2.41,BloodRayne,31610,2005
3.6,Horror,27,100,29.51,Fog,31201,2005
5.1,Adventure,30,97,15.01,La crypte,30625,2005
6.8,Comedy,53,99,1.62,Secrets de famille,29966,2005
8.0,Comedy,81,127,0.0,C.R.A.Z.Y.,28964,2005
6.5,Drama,26,120,0.07,Tideland,28570,2005
7.1,Comedy,48,91,0.2,Angel-A,28227,2005
5.9,Comedy,46,98,43.89,La main au collier,27661,2005
5.0,Comedy,31,97,19.3,Cursed,27587,2005
4.1,Drama,32,89,46.75,Boogeyman - La porte des cauchemars,27545,2005
6.9,Crime,65,130,1.99,Oliver Twist,27403,2005
6.4,Action,43,95,0.05,Feast,26892,2005
7.3,Crime,70,94,2.91,Mon nom est Tsotsi,25966,2005
7.0,Adventure,49,108,8.59,Une vie inachevÃ©e,25799,2005
6.8,Comedy,49,90,0.67,Imagine Me & You,25415,2005
5.5,Comedy,27,100,16.25,L'homme parfait,25133,2005
4.6,Adventure,27,95,82.67,On arrive quand?,24787,2005
7.5,Biography,55,120,15.33,Un parcours de lÃ©gende,24051,2005
5.9,Drama,39,90,10.05,Cry Wolf,23971,2005
7.8,Drama,70,116,1.05,Joyeux NoÃ«l,23834,2005
7.6,Biography,76,120,0.68,Sophie Scholl - Les derniers jours,23742,2005
5.4,Comedy,38,88,53.41,Une famille 2 en 1,23451,2005
5.0,Horror,38,83,16.3,American Haunting,23093,2005
3.5,Action,38,93,39.18,Les aventures de Shark Boy et Lava Girl,23067,2005
5.5,Action,33,83,8.33,Le boss,22845,2005
6.4,Drama,62,106,10.28,Shopgirl,21941,2005
6.3,Comedy,62,92,8.82,Faux amis,21637,2005
6.0,Comedy,55,98,24.38,Princesse on Ice,21471,2005
6.9,Adventure,55,101,0.86,Mirrormask,21065,2005
5.4,Action,35,100,19.7,Garde rapprochÃ©e,20854,2005
7.5,Crime,71,90,1.45,Paradise Now,20645,2005
6.6,Drama,24,92,0.01,London,20342,2005
7.6,Comedy,52,84,0.38,Little Manhattan,20085,2005
7.0,Comedy,80,106,2.68,Junebug,19931,2005
7.4,Drama,46,139,0.08,Manderlay,19873,2005
6.9,Comedy,63,118,18.76,Les bienfaits de la colÃ¨re,19804,2005
5.8,Biography,67,97,0.45,Last Days,19803,2005
6.7,Action,48,132,10.17,Le grand raid,19477,2005
6.6,Comedy,69,96,1.33,Age Difficile Obscur,19463,2005
7.3,Comedy,59,128,0.83,Breakfast on Pluto,18580,2005
5.8,Comedy,65,113,32.87,Bad News Bears,18376,2005
7.0,Comedy,67,125,0.32,Les poupÃ©es russes,17604,2005
"5.6,Animation,45,76,19.45,""Vaillant, pigeon de combat!"",17450,2005"
4.2,Action,24,101,1.89,Un coup de tonnerre,17284,2005
6.4,Drama,65,108,0.57,Down in the Valley,17045,2005
7.0,Comedy,41,108,0.05,The Chumscrubber,16831,2005
7.3,Crime,75,108,1.02,De battre mon coeur s'est arrÃªtÃ©,16737,2005
"5.9,Action,53,103,0.07,""Beowulf, la lÃ©gende viking"",16354,2005"
6.5,Crime,47,107,0.87,La vÃ©ritÃ© nue,15720,2005
7.5,Crime,87,95,0.65,L'enfant,15584,2005
7.4,Crime,61,93,0.12,13 Tzameti,15537,2005
7.1,Comedy,57,107,1.82,Kinky Boots,15468,2005
6.4,Documentary,72,89,6.38,The Aristocrats,15367,2005
5.5,Comedy,53,105,36.35,Beauty Shop,14390,2005
7.1,Comedy,71,103,11.03,Madame Henderson prÃ©sente,14094,2005
6.4,Crime,29,96,0.38,The Quiet,14034,2005
"5.2,Adventure,43,102,49.77,""Zig Zag, l'Ã©talon zÃ©brÃ©"",13669,2005"
7.8,Drama,77,117,3.22,Water,13173,2005
6.4,Comedy,31,100,0.0,The Big White,12916,2005
6.6,Comedy,71,94,0.81,Factotum,12642,2005
7.2,Comedy,22,114,0.01,Le tigre et la neige,12257,2005
7.3,Crime,78,134,0.06,El aura,11637,2005
6.8,Comedy,80,94,1.25,Tournage dans un jardin anglais,11630,2005
8.0,Drama,86,153,0.08,La mort de Dante Lazarescu,11340,2005
"5.7,Comedy,36,116,50.63,""Madea, grand-mÃ¨re justiciÃ¨re"",11241,2005"
5.1,Comedy,36,86,16.81,Basket Academy,11183,2005
7.3,Crime,72,90,0.0,Pusher III - L'ange de la mort,11133,2005
7.1,Comedy,62,84,0.37,Conversation(s) avec une femme,10776,2005
7.5,Drama,68,115,0.02,The Secret Life of Words,10711,2005
6.9,Drama,59,106,32.7,Dreamer: InspirÃ© d'une histoire vraie,10703,2005
8.1,Documentary,73,96,0.0,Metal: A Headbanger's Journey,10575,2005
6.3,Comedy,55,105,0.54,Romance & Cigarettes,10509,2005
6.3,Drama,61,82,0.13,Edmond,10308,2005
7.7,Drama,71,115,0.0,Shooting Dogs,10221,2005
6.7,Drama,59,112,0.71,The Ballad of Jack and Rose,9937,2005
6.6,Biography,64,91,1.41,The Notorious Bettie Page,9440,2005
8.1,Documentary,68,98,1.44,Why We Fight,9366,2005
6.6,Comedy,33,105,0.02,Dear Wendy,9335,2005
7.8,Documentary,87,88,1.52,Murderball,9322,2005
6.6,Comedy,45,104,0.31,Pretty Persuasion,9086,2005
6.4,Comedy,54,106,32.65,Winn-Dixie mon meilleur ami,9077,2005
7.3,Comedy,68,115,0.01,La mÃ©thode,8804,2005
5.3,Drama,55,117,0.25,Dominion: Prequel to the Exorcist,8761,2005
5.2,Horror,34,98,0.17,Tamara,8727,2005
6.7,Drama,47,144,2.48,Adieu Cuba,8655,2005
4.7,Horror,25,87,0.88,Venom,8521,2005
5.6,Action,53,121,8.19,Wu ji - La lÃ©gende des cavaliers du vent,8476,2005
6.4,Comedy,57,128,1.31,Happy Endings,8419,2005
7.2,Documentary,84,103,11.69,Dave Chappelle's Block Party,8151,2005
7.1,Crime,73,100,0.0,Election,8066,2005
5.7,Comedy,43,103,1.53,Trust the Man,7984,2005
8.0,Documentary,77,110,0.33,The Devil and Daniel Johnston,7879,2005
5.9,Comedy,28,87,0.15,Dirty Deeds,7778,2005
7.1,Drama,67,81,0.12,Le temps qui reste,7696,2005
6.3,Crime,77,114,0.01,Little Fish,7680,2005
2.7,Comedy,31,95,10.11,In the Mix,7658,2005
6.4,Comedy,56,98,0.1,Winter Passing,7584,2005
6.1,Comedy,57,97,2.07,Strangers with Candy,7272,2005
6.6,Comedy,54,91,0.15,Lonesome Jim,7178,2005
6.6,Crime,63,73,0.15,Bubble,7049,2005
7.3,Adventure,82,100,0.86,Duma,6859,2005
6.6,Drama,58,105,0.28,The King,6848,2005
3.1,Comedy,31,90,12.83,The Honeymooners,6628,2005
7.1,Crime,57,127,0.0,AntikÃ¶rper,6526,2005
5.4,Crime,21,92,0.04,The Zodiac,6503,2005
7.6,Drama,65,94,0.1,12 and Holding,6330,2005
3.5,Comedy,9,91,0.06,Dirty Love,6243,2005
5.5,Drama,54,104,1.18,Les mots retrouvÃ©s,6211,2005
5.6,Action,33,93,0.37,Shadowboxer,6190,2005
6.4,Action,48,107,0.0,Initial D,6164,2005
6.8,Drama,80,115,0.48,Nine Lives,6106,2005
7.0,Drama,87,140,0.2,ÃŠtre sans destin,5964,2005
6.0,Comedy,59,112,17.38,La fiÃ¨vre du roller,5898,2005
6.8,Documentary,64,89,0.65,Inside Deep Throat,5865,2005
6.2,Comedy,57,86,0.07,Appelez-moi Kubrick,5855,2005
"7.3,Biography,58,99,0.63,""The Prize Winner of Defiance, Ohio"",5823,2005"
6.6,Drama,54,107,0.09,Fierce People,5800,2005
6.3,Comedy,45,96,0.02,The Moguls,5736,2005
6.7,Drama,60,135,1.67,La comtesse blanche,5623,2005
7.9,Documentary,73,90,0.07,Crossing the Bridge: The Sound of Istanbul,5376,2005
5.5,Comedy,44,99,0.13,The Wendell Baker Story,5299,2005
8.5,Crime,85,151,132.38,Les infiltrÃ©s,976137,2006
8.5,Drama,66,130,53.09,Le prestige,959852,2006
7.7,Action,52,117,210.61,300,654718,2006
7.3,Action,53,151,423.32,Pirates des CaraÃ¯bes - Le secret du coffre maudit,573925,2006
8.2,Drama,98,118,37.63,Le labyrinthe de Pan,519666,2006
8.0,Action,80,144,167.45,Casino Royale,508583,2006
8.0,Adventure,64,143,57.37,Blood Diamond,434814,2006
6.7,Action,58,104,234.36,X-Men: L'affrontement final,419900,2006
7.9,Drama,84,109,35.55,Les fils de l'homme,396411,2006
7.8,Comedy,80,101,59.89,Little Miss Sunshine,384933,2006
8.0,Biography,64,117,163.57,Ã€ la recherche du bonheur,374769,2006
6.6,Mystery,46,149,217.54,Da Vinci Code,348740,2006
7.6,Drama,68,110,39.87,L'illusionniste,319676,2006
"7.3,Comedy,89,84,128.51,""Borat, leÃ§ons culturelles sur l'AmÃ©rique au profit de la glorieuse nation Kazakhstan"",315437,2006"
6.8,Comedy,62,109,124.74,Le diable s'habille en Prada,311831,2006
7.1,Animation,73,117,244.08,Cars - Quatre roues,296085,2006
7.6,Crime,76,129,88.51,Inside Man - L'homme de l'intÃ©rieur,293467,2006
8.5,Drama,89,137,11.29,La vie des autres,290420,2006
6.9,Action,66,126,134.03,Mission: Impossible III,278417,2006
7.8,Crime,53,110,22.49,Slevin,278034,2006
6.4,Comedy,45,107,137.36,Click - tÃ©lÃ©commandez votre vie,266424,2006
6.4,Adventure,48,108,250.86,La nuit au musÃ©e,261649,2006
7.0,Action,59,126,64.04,DÃ©jÃ  vu,260501,2006
7.5,Drama,69,143,34.3,Babel,259708,2006
7.8,Action,68,139,50.87,Apocalypto,254904,2006
6.1,Action,72,154,200.08,Superman Returns,251293,2006
6.8,Animation,58,91,195.33,L'Ã¢ge de glace 2,214661,2006
7.0,Action,57,88,27.83,Hyper tension,210329,2006
7.3,Drama,51,96,10.14,The Fountain,205596,2006
7.5,Crime,56,147,2.22,Le parfum - Histoire d'un meurtrier,205389,2006
6.9,Comedy,52,138,63.22,The Holiday,201782,2006
6.0,Action,45,104,62.51,Fast & Furious: Tokyo Drift,201514,2006
7.6,Comedy,67,113,40.14,L'incroyable destin de Harold Crick,198436,2006
6.6,Adventure,31,125,46.98,Silent Hill,191299,2006
7.2,Drama,63,102,70.27,Rocky Balboa,176251,2006
6.7,Action,36,106,62.32,Underworld 2: Evolution,171251,2006
7.7,Biography,74,123,17.61,Le dernier roi d'Ã‰cosse,156502,2006
6.2,Horror,48,108,80.24,Saw III,155426,2006
6.5,Animation,77,108,198.0,Happy Feet,146077,2006
"6.6,Action,66,108,148.21,""Ricky Bobby, roi du circuit"",141941,2006"
6.4,Horror,52,107,41.78,La colline a des yeux,140659,2006
7.9,Drama,89,141,13.76,Lettres d'Iwo Jima,140013,2006
"6.7,Animation,67,83,155.02,""Nos voisins, les hommes"",137788,2006"
6.4,Comedy,45,105,2.34,She's the Man,127175,2006
6.7,Action,45,109,35.66,Mi$e Ã  prix,126573,2006
6.8,Drama,52,99,52.33,Entre deux rives,122342,2006
5.6,Action,58,105,34.02,Des serpents dans l'avion,121015,2006
7.4,Comedy,65,97,24.14,Clerks II,120058,2006
6.6,Adventure,66,84,0.44,Idiocracy,119766,2006
6.6,Action,63,102,36.88,16 blocs,117469,2006
5.1,Action,38,104,75.03,Eragon,113037,2006
5.8,Horror,41,93,54.1,Destination finale 3,111898,2006
6.5,Comedy,47,93,36.32,Admis Ã  tous prix,111469,2006
5.8,Comedy,45,106,118.7,La rupture,109432,2006
7.1,Drama,79,135,33.6,MÃ©moires de nos pÃ¨res,107035,2006
7.7,Crime,86,101,0.33,This Is England,104792,2006
5.1,Comedy,40,83,90.71,Scary Movie 4,100510,2006
6.5,Crime,48,104,65.33,Sexy Dance,98641,2006
6.0,Action,65,134,63.45,Miami Vice - Deux flics Ã  Miami,98116,2006
7.6,Drama,75,136,5.46,Little Children,96912,2006
7.9,Adventure,64,117,2.28,The Fall,95953,2006
7.1,Animation,73,100,5.5,A Scanner Darkly,95351,2006
6.6,Animation,74,85,64.67,Souris City,93705,2006
7.3,Biography,91,103,56.44,The Queen,92431,2006
6.9,Biography,53,118,15.23,Alpha Dog,91940,2006
6.8,Adventure,55,93,8.32,Tenacious D in The Pick of Destiny,91629,2006
7.4,Action,41,122,6.86,La peur au ventre,91432,2006
6.7,Drama,61,167,59.95,Raisons d'Ã©tat,90794,2006
7.3,Adventure,77,120,5.49,Rescue Dawn,90246,2006
7.6,Drama,90,111,31.57,Vol 93,88386,2006
5.6,Action,50,98,60.67,PosÃ©idon,87210,2006
6.4,Biography,65,123,15.96,Marie Antoinette,86817,2006
5.6,Drama,36,110,42.29,La jeune fille de l'eau,84807,2006
7.6,Comedy,84,121,12.9,Volver,82819,2006
7.5,Drama,69,125,8.06,Le voile des illusions,82277,2006
6.6,Animation,68,91,73.66,Monster House,81021,2006
6.9,Action,53,139,55.01,Coast Guards,79520,2006
7.0,Action,85,120,2.2,The Host,77705,2006
6.9,Comedy,47,117,7.46,Une grande annÃ©e,77121,2006
7.2,Comedy,54,102,0.02,Cashback,76650,2006
7.2,Drama,85,106,2.69,Half Nelson,76272,2006
4.4,Action,18,88,18.5,Ultraviolet,73863,2006
7.5,Documentary,75,96,23.81,Une vÃ©ritÃ© qui dÃ©range,73623,2006
6.7,Comedy,48,96,10.53,Scoop,72502,2006
6.2,Animation,49,86,85.11,Les rebelles de la forÃªt,72161,2006
5.6,Comedy,46,110,75.63,Toi et moi... et Dupree,71939,2006
5.8,Comedy,41,89,41.01,John Tucker doit mourir,71875,2006
6.0,Drama,66,129,70.28,World Trade Center,71143,2006
7.0,Comedy,33,94,6.09,Crazy Party,71051,2006
5.6,Adventure,38,93,82.23,La panthÃ¨re rose,70847,2006
5.7,Comedy,52,92,80.2,Super Nacho,70611,2006
7.4,Crime,73,92,17.51,Chronique d'un scandale,67820,2006
7.7,Action,70,104,24.62,Le maÃ®tre d'armes,66100,2006
6.5,Comedy,69,95,7.77,Horribilis,66071,2006
5.6,Crime,49,121,22.52,Le dahlia noir,65958,2006
"7.3,Comedy,66,120,4.86,""Paris, je t'aime"",65689,2006"
7.8,Drama,71,145,4.4,Black Book,64591,2006
7.3,Comedy,70,105,4.66,La science des rÃªves,63967,2006
5.6,Comedy,47,97,88.72,Playboy Ã  saisir,62912,2006
6.5,Drama,76,130,103.37,Dreamgirls,60726,2006
5.9,Horror,30,91,39.52,Massacre Ã  la tronÃ§onneuse - Le commencement,60581,2006
7.1,Documentary,66,92,72.78,Jackass Deux: Le film,59815,2006
6.3,Comedy,46,110,19.19,Beerfest,57354,2006
3.7,Horror,36,102,23.64,The Wicker Man,56712,2006
5.1,Comedy,50,96,22.53,Ma super ex,56528,2006
7.1,Biography,63,105,57.79,Invincible,56417,2006
7.0,Drama,52,116,9.4,Black Snake Moan,55979,2006
6.8,Comedy,48,104,10.01,Penelope,54309,2006
7.7,Animation,81,90,0.88,Paprika,52989,2006
"7.3,Adventure,64,120,81.61,""Antartica, prisonniers du froid"",52955,2006"
2.7,Comedy,11,83,48.55,Sexy Movie,52579,2006
5.8,Crime,45,105,48.75,Firewall,52037,2006
5.5,Horror,43,110,54.61,La malÃ©diction,51316,2006
7.1,Drama,53,131,43.55,We Are Marshall,50589,2006
5.5,Adventure,33,99,71.73,Camping Car,49651,2006
7.3,Comedy,62,88,0.32,Petits suicides entre amis,48967,2006
5.4,Comedy,29,103,17.32,Lucky Girl,47745,2006
6.8,Drama,49,125,14.73,Tristan & Yseult,47181,2006
7.0,Drama,72,180,0.75,Inland Empire,46183,2006
6.1,Action,49,108,36.28,The Sentinel,44194,2006
5.6,Action,25,80,57.65,La revanche des losers,43254,2006
4.3,Comedy,26,98,58.65,Little Man,42832,2006
7.5,Crime,82,131,6.18,Ne le dis Ã  personne,42707,2006
5.3,Action,19,97,23.29,Le pacte du sang,41837,2006
5.0,Horror,33,102,39.14,The Grudge 2,41789,2006
4.8,Action,38,87,0.48,DOA: Dead or Alive,40170,2006
7.5,Drama,82,127,1.83,Le vent se lÃ¨ve,39831,2006
5.5,Comedy,36,103,28.44,EmployÃ©s modÃ¨les,39593,2006
7.0,Biography,54,117,11.24,Bobby,39244,2006
6.5,Comedy,57,115,11.6,Last Kiss,39064,2006
7.3,Drama,57,116,0.04,Candy,38510,2006
7.0,Action,70,111,6.57,La citÃ© interdite,38423,2006
5.1,Horror,27,87,47.86,Terreur sur la ligne,37704,2006
6.5,Action,47,140,13.08,Flyboys,37653,2006
7.2,Biography,58,118,42.64,Les Chemins du triomphe,37500,2006
5.8,Comedy,62,87,0.08,Black Sheep,36329,2006
6.9,Crime,52,125,38.43,RÃ©demption,36170,2006
4.6,Comedy,34,99,70.17,Big Mamma 2,35020,2006
5.5,Comedy,44,145,0.28,Southland Tales,33854,2006
6.5,Comedy,62,96,0.14,Severance,33434,2006
5.3,Comedy,51,104,18.6,Aquamarine,33310,2006
4.3,Drama,26,114,5.97,Basic Instinct 2,33163,2006
5.4,Horror,36,93,7.03,Paradise Lost,32804,2006
"5.9,Animation,59,88,28.14,""Lucas, fourmi malgrÃ© lui"",32303,2006"
5.0,Animation,37,82,28.43,Garfield 2,31256,2006
6.5,Action,59,132,0.45,Day Watch,31085,2006
6.3,Comedy,68,97,82.99,Le petit monde de Charlotte,30814,2006
6.5,Biography,62,126,14.42,Hollywoodland,30471,2006
7.1,Biography,65,125,1.17,Jugez-moi coupable,29818,2006
6.1,Drama,62,102,7.01,Bug,29632,2006
6.2,Comedy,39,115,37.44,Man of the Year,29239,2006
4.7,Action,45,92,18.84,The Marine,29141,2006
6.5,Drama,64,101,1.99,Shortbus,29050,2006
6.0,Animation,39,94,15.13,Arthur et les Minimoys,28035,2006
7.8,Drama,78,120,0.41,After the Wedding,27883,2006
7.0,Comedy,72,106,1.5,Hors de prix,27644,2006
5.6,Horror,44,90,0.0,Tous les GarÃ§ons aiment Mandy Lane,27579,2006
5.9,Comedy,44,100,17.8,L'Ã©cole des dragueurs,27342,2006
6.5,Crime,44,85,0.14,Blackout,27175,2006
5.1,Horror,24,85,23.09,Stay Alive,27154,2006
6.9,Biography,52,113,1.0,Les fantÃ´mes de Goya,26563,2006
6.5,Animation,47,115,0.05,Les contes de Terremer,26438,2006
6.7,Comedy,70,93,0.3,Fido,26228,2006
6.7,Action,62,115,0.42,Seraphim Falls,26213,2006
6.5,Horror,60,77,0.0,Ils,26156,2006
7.5,Documentary,75,98,0.3,This Film Is Not Yet Rated,26140,2006
4.7,Horror,27,90,20.26,Pulse,26080,2006
4.7,Adventure,32,97,84.5,Super NoÃ«l mÃ©ga givrÃ© - Super NoÃ«l 3,25339,2006
7.0,Biography,57,88,2.98,Miss Potter,25284,2006
5.7,Comedy,57,85,0.16,Butcher: la lÃ©gende de Victor Crowley,24930,2006
7.5,Documentary,62,84,0.9,Jesus Camp,24253,2006
6.4,Comedy,53,103,26.87,Stick It,24047,2006
6.4,Comedy,52,112,38.36,Vacances sur ordonnance,23356,2006
5.1,Action,17,84,15.03,See No Evil,23301,2006
5.5,Comedy,45,107,7.19,American Dreamz,23252,2006
7.0,Crime,67,100,0.52,Il Ã©tait une fois dans le Queens,23145,2006
5.6,Animation,42,90,72.78,La ferme en folie,22976,2006
6.7,Drama,55,118,34.74,Dance with Me,22885,2006
7.3,Drama,40,120,3.96,Le guerrier pacifique,22793,2006
6.1,Drama,49,105,1.31,The Good German,22389,2006
7.5,Biography,65,118,21.21,Amazing Grace,22047,2006
6.3,Comedy,64,116,1.0,Fast Food Nation,21847,2006
6.2,Drama,37,128,7.22,Les fous du roi,21760,2006
4.6,Horror,22,84,16.24,Black Christmas,21557,2006
